duplicate_group_id,duplicate_match_type,sample_count,source_group_count,leakage_group_count,dataset_count,dataset_ids,disease_ids,included_before_count,included_after_count,cross_dataset,label_conflict,requires_review
DUPLICATE_0e92e9eaaef852490bff,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_0cfe85560194c1b7df83,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D005,1,1,True,False,True
DUPLICATE_2b7c682cb7a319a85e32,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_3ae0d0616aca6dd3daa8,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D009,1,1,True,False,True
DUPLICATE_f06d96870fab41e0a43a,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_0228e0411462c653f2b6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_7e3e83c5652ee8aefe55,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D011,1,1,True,False,True
DUPLICATE_4178f77c1cdf2722636b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D011,1,1,True,False,True
DUPLICATE_a188797fb9965c3d8df5,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_13eb40a490f492f33ddf,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_c193b4ae5828de1275eb,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_578c1ebe3cbbc53ea462,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_bbeaae23d1b175482281,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D004,1,1,True,False,True
DUPLICATE_f2c77b30bffc5cf0437e,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_65b98d140efd48f0c479,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b6bb21b3380da9e6e822,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_cb4f4399681580fa1853,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1c07ff1ef5e76be28bd7,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_b7311068e471692cac3b,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_08c40835775b8f6ccb6d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_56591118b8176785c0ce,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_0f217e62ddeeb68787e2,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_d67ee2b06118bd498af9,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D011,1,1,True,False,True
DUPLICATE_693344824752db519931,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D023,1,1,True,False,True
DUPLICATE_cbc71cc3ad8ae08fcd79,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_eea7d49b9057c623c24d,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_9b8c8f4d7d4b80adbda6,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_bb6ef9f573b85589ddc0,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,,0,0,True,False,True
DUPLICATE_1e742ff769bdbefdfc34,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D003,1,1,True,False,True
DUPLICATE_a669b1757790f990a409,perceptual,2,2,1,2,dermnet_kaggle|fitzpatrick17k_c,D016,1,1,True,False,True
DUPLICATE_c219697841e8396d03d0,perceptual,2,2,1,2,dermnet_kaggle|pad_ufes_20,D002,1,1,True,False,True
DUPLICATE_7d145a08e69fd0b8ab1c,mixed,6,6,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_799be188fde78a201fd6,perceptual,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_aac7ffa2243d1b5c6a21,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_8f1ff52d7fdbd0294424,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_8f420c94dda3c97ed615,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_185ca40a5d612304b133,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_7e6b655fe8dcc8efccf0,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0d76e5acea2d470dfe72,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_341bfe93c442b1c2dae1,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_602f2428fad5c0ecd647,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0394b8872b0411acb51b,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6e88d8597b0fe328805d,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_93e31a8be2f239d2f4e1,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_07d9ff4186fab8b0a3a2,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_63e351e702c4a507af7e,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_1ed2709dbca6ef6dac7e,mixed,4,4,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_58279dd6fc750da7bb1a,perceptual,3,1,1,1,scin,,0,0,False,False,True
DUPLICATE_3286c87b96e52aeefe2d,perceptual,3,1,1,1,scin,,0,0,False,False,True
DUPLICATE_98b14389e34d0e3b176c,perceptual,3,1,1,1,scin,D011,3,3,False,False,True
DUPLICATE_a84b98f1479b78a72307,perceptual,3,1,1,1,scin,D012,3,3,False,False,True
DUPLICATE_f3fd54d440a92344d305,perceptual,3,1,1,1,skindisnet,D009,3,3,False,False,True
DUPLICATE_36b769e5268f45c71427,perceptual,3,1,1,1,skindisnet,D015,3,3,False,False,True
DUPLICATE_3039d39999c44ef6556c,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_2b923b95d8b9087b3e7a,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9c2002f468ecf630fb84,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0bc94c9f3f98b742ead7,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_210b26bdb7b3100c8522,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6629b937215faf8a72c9,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_bd60495f143773d46950,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_bbec6e2bce505c1aa5f8,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e22762aa64262a75a5d6,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_1b99207e4de490423add,perceptual,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_afdc6d5f476743b5985d,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_b59e65b820d4c93abcfa,perceptual,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_2d3e3a6fc8b83cfa3013,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_f7b91f18b2de88999f55,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6b14f664e7fe51f039b7,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6644edd21d71a66ea079,perceptual,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_fc8fcc4496a6a1e42ab6,perceptual,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_dedf0df6d2df7f98c4d2,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_38318b53044305581006,perceptual,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0d2f51107399733d09e0,perceptual,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_f7c469edfed1b763735e,perceptual,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0b6d844be3a5ec43fd92,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_cbef6b4a7588a1ab4ea4,mixed,3,3,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_d15666878415fb96bb0d,perceptual,2,2,1,1,fitzpatrick17k_c,D016,2,2,False,False,True
DUPLICATE_1a117241760799e2a79f,perceptual,2,2,1,1,fitzpatrick17k_c,D016,2,2,False,False,True
DUPLICATE_fbc7a71dbf9931f3c888,perceptual,2,2,1,1,fitzpatrick17k_c,D016,2,2,False,False,True
DUPLICATE_6296df1f5f69618ac568,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_0558d0e135c572516a21,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_8bba526bf71e59f4b09b,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_02220ffb541fcd46e9f3,perceptual,2,2,1,1,fitzpatrick17k_c,D016,2,2,False,False,True
DUPLICATE_2c2bab9ef0b0cee701ca,perceptual,2,2,1,1,fitzpatrick17k_c,D016,2,2,False,False,True
DUPLICATE_7cd256103310ab2519d6,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_b71e7a4964149e71d05e,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_c91e37226e195505b1c0,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_f5b86c91aa96d31aebb1,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_038419a0c7036bd3a980,perceptual,2,2,1,1,fitzpatrick17k_c,D016,2,2,False,False,True
DUPLICATE_44b959b396a6e652da5e,perceptual,2,2,1,1,fitzpatrick17k_c,D005,2,2,False,False,True
DUPLICATE_12fb2f89ce486aed8c3b,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_83a8f1281e05ecf29825,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_065fe9350a3ae4a39194,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_f8c35e2cec00058f929f,perceptual,2,2,1,1,fitzpatrick17k_c,D016,2,2,False,False,True
DUPLICATE_9cf6a0ae9d3befce2769,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_dc484738bc2557d2338e,perceptual,2,2,1,1,fitzpatrick17k_c,,0,0,False,False,True
DUPLICATE_476873e68dc148a35da8,exact,2,1,1,1,pad_ufes_20,D002|D004,2,0,False,True,True
DUPLICATE_a8c235f882ccfa741e2a,exact,2,1,1,1,pad_ufes_20,D004|D005,2,0,False,True,True
DUPLICATE_61a0781a5b02df36c762,exact,2,1,1,1,pad_ufes_20,D004|D005,2,1,False,True,True
DUPLICATE_0bef8fdbdaf06af43c49,exact,2,1,1,1,pad_ufes_20,D004|D007,2,1,False,True,True
DUPLICATE_8f18d17748c23a0857bf,exact,2,1,1,1,pad_ufes_20,D004|D007,2,0,False,True,True
DUPLICATE_b3cfdff165a42df79ed8,exact,2,1,1,1,pad_ufes_20,D004|D007,2,1,False,True,True
DUPLICATE_efefaea1d565f85f12bb,exact,2,1,1,1,pad_ufes_20,D004|D005,2,0,False,True,True
DUPLICATE_b178eebe1282808fa594,exact,2,1,1,1,pad_ufes_20,D004|D005,2,0,False,True,True
DUPLICATE_10f165b44c126ee2ab74,exact,2,1,1,1,pad_ufes_20,D004|D007,2,0,False,True,True
DUPLICATE_217a20a3c1286797d9de,exact,2,1,1,1,pad_ufes_20,D005|D007,2,0,False,True,True
DUPLICATE_73ea76724f060d722acd,exact,2,1,1,1,pad_ufes_20,D004|D007,2,1,False,True,True
DUPLICATE_088e8cb021d14b00aee2,exact,2,1,1,1,pad_ufes_20,D004|D005,2,0,False,True,True
DUPLICATE_c176790ccb3fb69992ee,perceptual,2,2,1,1,scin,,0,0,False,False,True
DUPLICATE_740ad09f94519f86c2a9,perceptual,2,2,1,1,scin,,0,0,False,False,True
DUPLICATE_e763b0990445e02511d0,perceptual,2,1,1,1,scin,D014,2,2,False,False,True
DUPLICATE_796e84e510b1ca46c9f7,perceptual,2,1,1,1,scin,,0,0,False,False,True
DUPLICATE_6103062db0078ec95eb4,perceptual,2,1,1,1,scin,D016,2,2,False,False,True
DUPLICATE_4b87879b90197389221e,perceptual,2,1,1,1,scin,,0,0,False,False,True
DUPLICATE_c61763e5a106bfbadfba,perceptual,2,2,1,1,scin,D014,1,1,False,False,True
DUPLICATE_d09b37fb9c2af64dcd83,perceptual,2,1,1,1,scin,D023,2,2,False,False,True
DUPLICATE_8c261375f4cd24c73133,perceptual,2,1,1,1,scin,D022,2,2,False,False,True
DUPLICATE_ff2fd7df99345fb56a1c,perceptual,2,1,1,1,skindisnet,D009,2,2,False,False,True
DUPLICATE_c66044964d229ef3263c,perceptual,2,1,1,1,skindisnet,D009,2,2,False,False,True
DUPLICATE_14a511cc72c51154ffdb,perceptual,2,1,1,1,skindisnet,D009,2,2,False,False,True
DUPLICATE_8661cfb5ba660d6d44c6,perceptual,2,1,1,1,skindisnet,D009,2,2,False,False,True
DUPLICATE_4e0b80a39162b7c33a0f,perceptual,2,1,1,1,skindisnet,D009,2,2,False,False,True
DUPLICATE_597648b29f7def0f780f,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_f8a3d8e843001ae19e01,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_25acbd15d929dfddaeea,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_973c2cfddd3f75123003,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_db657dc1987b0a23b9e9,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_96becebe861645cf2823,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_fef06f4ead96577c9220,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_6634ad5042bcfa22de4e,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_b3368770f1d2840af32f,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_0c906e03756c6a796427,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_d104195f8423a305f82b,perceptual,2,1,1,1,skindisnet,D014,2,2,False,False,True
DUPLICATE_c6e549a5d2d3f59a249b,perceptual,2,1,1,1,skindisnet,D018,2,2,False,False,True
DUPLICATE_78aca60100f505aedd29,perceptual,2,1,1,1,skindisnet,D018,2,2,False,False,True
DUPLICATE_17574ac5a5f583bef4e5,perceptual,2,1,1,1,skindisnet,D018,2,2,False,False,True
DUPLICATE_a03a94fc2603b2240be8,perceptual,2,1,1,1,skindisnet,D018,2,2,False,False,True
DUPLICATE_ce85308d3bcfbd2d7047,perceptual,2,1,1,1,skindisnet,D018,2,2,False,False,True
DUPLICATE_629298a3972765981b82,perceptual,2,1,1,1,skindisnet,D018,2,2,False,False,True
DUPLICATE_eacfeff39d36542df421,perceptual,2,1,1,1,skindisnet,D015,2,2,False,False,True
DUPLICATE_cfc0a64a57313bc9a101,perceptual,2,1,1,1,skindisnet,,0,0,False,False,True
DUPLICATE_c6595893db0a79f3ed17,perceptual,2,1,1,1,skindisnet,,0,0,False,False,True
DUPLICATE_205a1c81f2dcd82e4817,perceptual,2,1,1,1,skindisnet,,0,0,False,False,True
DUPLICATE_f98832aa58aad9e60541,perceptual,2,1,1,1,skindisnet,,0,0,False,False,True
DUPLICATE_7614b0e1039dd7d70239,perceptual,2,1,1,1,skindisnet,,0,0,False,False,True
DUPLICATE_4751668c519255704853,perceptual,2,1,1,1,skindisnet,,0,0,False,False,True
DUPLICATE_ab0ab28001a361ec0eb7,perceptual,2,1,1,1,skindisnet,,0,0,False,False,True
DUPLICATE_a2d6444df5a2f89ee743,perceptual,2,2,1,1,ddi,D004,1,1,False,False,True
DUPLICATE_60ce12457799ef486b4e,perceptual,2,2,1,1,ddi,D004,1,1,False,False,True
DUPLICATE_2c3e64522c4b6bf122d4,perceptual,2,2,1,1,ddi,D004,1,1,False,False,True
DUPLICATE_d7eb2decbe73511551c1,perceptual,2,2,1,1,ddi,D005,2,2,False,False,True
DUPLICATE_e59d03df114df343ada5,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_5eb9450d33ac2f9e3773,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_b6e3fc1a5fb585ba370e,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_a1c83ba362cc5d19708c,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_25954081bd753d573d62,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_db65a99b299f2d0a220c,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_14799d81a1c71d906584,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6483fedcf3a3c921071c,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_bf88fb63888218085ddf,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_46fcca9fccd251895985,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_313264047ff109965379,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_938cbd5f9050e0e0b61f,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_78083b80a4dcaa4a4d3d,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_f7d6410b052bf0d551a9,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0875154bc6e7c99486e0,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_136cc30a18c08104ac94,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_5c3facd9413ff2f1e500,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_cc060f1e955f5a0ada0d,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_5793630ff4e254b08d1b,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_61a282277c075eeb8ba7,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_4aa03963a31ac0748316,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_11977f758b1d50df2047,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_2dee607dee5921ea2258,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_5e351b3b15aee701e3fa,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6fea385ef882e2c13ea0,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_1a0fd0123e20a5b6d4ef,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e535d8881474ceeef00f,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_11e8a22d92cef209b406,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_7b9b4bb2f06d057e552f,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c433322ea65bd23a5dc4,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_2c97281857a2cb0a7bdf,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_4bdcf54359917aa67542,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_a123b1408aa3a8d23138,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_e98f5add8eebf4e454cd,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_31ebf4a152bdbb6250c8,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6497f250bed8be261ee8,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_3863507892865ed72445,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_386cf645904f49884e9a,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c5686882ff00315017b4,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9d7fd6702ae31c61b406,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_3c9c667eeac5ca3acf71,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_162bc267116c1e88af11,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_01b371e7278289ff1748,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_39b9ae4e8ba564bcfd48,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_160d0989d95ef5d1ec84,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_40e9cf3b51577936dfe6,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_cdea3072e57fbd5ada66,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_83bd05e2ce322c401583,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_a69f2360773350b6107b,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_d615317675a9d5c5d9e2,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_175e4b4a63d3d4356c15,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_3b2708834ff6c480ee98,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_682dd427a5fd443c766e,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_88ffc60f91c36dc014bf,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ccf64bcbb4dcba2e41d8,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ebcaab7fc23527a6ba27,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_bb052ac9117a2cbbb4f5,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_5628e99ba2fa79e54238,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c37b528a46cacafbb85f,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_130d017ee4b2b52c3185,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_af3d1e10d623ce24a641,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_3f65babde7abc36ad900,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9fd0a63779f946cceff4,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_eb1bd3c0c1639dfe5515,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_1b60335cb6de7ae557af,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_79b0a01184551583bbc9,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_41d0854cc33b0e258369,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9ccf1c887a345578ab01,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_dd85298f07d07522437d,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_3303ee827bc033bd16df,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_4327cfc2f53b215ac34e,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_7455a82899940f862c98,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_9004422a516f56e9b191,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_49ede78e1bbf0ce2d40a,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_fb5a2cfbf54c4b0cde84,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_b33a5aa5f93443fc1db7,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_baabf119db48bf356996,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ae06bf0933361804730c,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_206860d7cb12fe60be1e,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_4b2a38c7b6ce1786a877,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_6b91d13ad8206fc99d76,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_c7608d86aa703a8325de,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_313f01fd422d9e2d7d6c,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_201b385fc4f0990e0354,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_0b0ce5340f487360f30c,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_2f84851ac34b44f894f7,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_87a49126b7b956d3200f,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_29ff51684f4df2da4409,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_be04f85554ed38af6455,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_ac15046256492f08fdf0,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_148d233b549616411391,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
DUPLICATE_fc9181c20090b869ffbc,perceptual,2,2,1,1,dermnet_kaggle,,0,0,False,False,True
